id_ogl,desc
256272,"MALARZ BUDOWLANY (O) Przedsiębiorstwo Budowlane """"IMBUD"""" Jerzy i Jarosław Gajdosz Sp. Jawna   Wymagania: 6 miesięcy doświadczenia na stanowisku, umiejętność przygotowania podłoża, umiejętność szpachlowania i malowania ścian, wykształcenie bez znaczenia. Praca na terenie województwa małopolskiego (wyjazd i powrót w tym samym dniu, pracodawca zapewnia dojazd), na jedną zmianę, w godz.: 7:00-15:00, wynagrodzenie 3 500 zł brutto. Kontakt: Przedsiębiorstwo Budowlane IMBUD Jerzy i Jarosław Gajdosz Spółka Jawna, ul. Okrężna 4, 33-100 Tarnów, kontakt telefoniczny: 14 630 05 07 lub kontakt osobisty w godz.: 7.00-9.00."
3267,"PRACOWNIK BIUROWY PRZEDSIĘBIORSTWO HANDLOWE """"AGRO-TERS"""" EDWARD SOLAK I STANISŁAW SOLAK SPÓŁKA JAWNA   Pracodawca wymaga bardzo dobrej znajomości edytorów tekstu: MS WORD, Openoffice, arkuszy kalkulacyjnych: Ms Excel, Open Office. KONTAKT W SPRAWIE OFERTY PRACY: - osobisty: ul. Rampa Brzeska 3, 22-100 Chełm - można również przesyłać CV drogą e-mailową na adres:  <<EMAIL>>  "
368,POMOC BIUROWA REVOLAIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA   WYMAGANE MIN. 6 M CY DOŚWIADCZENIA
44,PRACOWNIK OBSŁUGI BIUROWEJ kontakt przez PUP   Oferta stażu dla zarejestrowanych osób bezrobotnych.
441395,"POMOC ADMINISTRACYJNA (S) kontakt przez PUP   Staż będzie realizowany w ramach projektu Aktywizacja osób młodych pozostających bez pracy w powiecie tarnowskim i m. Tarnów (VI) Młodzi na start, który jest realizowany w ramach PO WER, Poddziałanie 1.1.1 i współfinansowany przez Unię Europejską ze środków Europejskiego Funduszu Społecznego.    Wymagania: wykształcenie wyższe z zakresu administracji. Praca w Tarnowie w godz. 7.3000 -15.30. Zakres obowiązków: pomoc przy prowadzeniu rejestru wniosków o rejestracje pojazdu, wyrejestrowanie pojazdu, zgłoszenie zmian , wymiana dowodu rejestracyjnego, obsługa klienta pod nadzorem pracownika urzędu, pomoc przy zakładaniu indywidualnych teczek akt pojazdów ich układanie, pomoc w przygotowaniu dowodów rejestracyjnych do wydania , pomoc przy prowadzeniu rejestru wniosków o wydanie uprawnień do kierowania pojazdem, pomoc przy zakładaniu indywidualnych teczek akt kierowców i ich układanie."
441543,"TERAPEUTA ZAJĘCIOWY ŚRODOWISKOWY DOM SAMOPOMOCY """"POD SKRZYDŁAMI""""   Wymagania: ukończone studia wyższe na kierunku: psychologia, pedagogika, praca socjalna, arteterapia, terapia zajęciowa, itp. lub policealne studium terapii zajęciowej, zdolności manualne, komunikatywność, 3-miesięczne doświadczenie zawodowe polegające na realizacji usług dla osób z zaburzeniami psychicznymi (kursy i szkolenia pogłębiające umiejętności pracy z osobami niepełnosprawnymi intelektualnie). Obowiązki: - wspieranie indywidualnie uczestników ŚDS (podejmowanie się roli terapeuty indywidualnego dla ok. 6 uczestników przygotowując we współpracy z uczestnikiem plan postępowania wspierająco- aktywizującego), praca również z całą społecznością ośrodka - projektowanie, organizowanie i prowadzenie (lub współprowadzenie) różnorodnych zajęć grupowych, m.in. treningi umiejętności społecznych, kulinarne, zajęcia ogólnorozwijające, a także rozwijające ekspresję twórczą  - organizowanie dodatkowych warsztatów, projektów, wyjść usamodzielniających i wyjazdów integracyjnych (uczestniczenie w nich) - współpraca z różnymi instytucjami ochrony zdrowia i pomocy społecznej oraz organizacjami pozarządowymi na rzecz integracji osób niepełnosprawnych intelektualnie ze społecznością lokalną - prowadzenie dokumentacji indywidualnej dotyczącej pracy z uczestnikami oraz pracy grupowej. [Zgłoszenia:  <<EMAIL>> ]"
642188,"DOZORCA Zespół Szkół nr 79 im Stanisława Kostki Potockiego   Wymagania: co najmniej 1 miesiąc doświadczenia zawodowego, mile ukończony kurs na kontrolera na przejściach dla pieszych. Obowiązki:  - sprawdzanie drzwi i okien (czy są zamknięte) po opuszczeniu szkoły przez dzieci, pracowników administracji, nauczycieli oraz osób sprzątających, - wpuszczanie na teren szkoły firm, osób oraz młodzieży przychodzącej na zajęcia popołudniowe (osób małoletnich nie wolno wpuszczać bez wychowawców lub opiekunów), - z chwilą zauważenia awarii C O, instalacji wodno  kanalizacyjnej, elektrycznej, alarmowej itp. powiadomienie konserwatora lub kierownika gospodarczego, a w razie potrzeby -  odpowiednich instytucji, - sprzątanie i utrzymywanie w czystości chodników należących do szkoły, - sprzątanie i utrzymywanie w czystości trawników, kwietników, boiska i podwórza szkoły, obejmuje to także koszenie terenów zielonych oraz uprzątnięcie skoszonej trawy/ liści itp., - odśnieżanie chodników i wszystkich przejść prowadzących do zabudowań szkoły oraz stosowanie środków zapobiegających skutkom gołoledzi, - obchód całego obiektu  kilkakrotnie w czasie dyżuru, - wykonywanie w razie potrzeby innych prac zleconych przez dyrektora szkoły lub osobę przez niego upoważnioną - zapewnienie bezpieczeństwa uczniom na przejściu dla pieszych (dodatkowo) *Wynagrodzenie zasadnicze: 2600 zł brutto + premia i wysługa lat. Wynagrodzenie nie mniejsze niż 2800 zł brutto. [Zgłoszenia:  <<EMAIL>> , telefonicznie: 22 277 15 10]"
73922,"DORADCA KLIENTA kontakt przez PUP   dobra dykcja, precyzyjne przekazywanie informacji, znajomość technik perswazji"
74137,"DORADCA KLIENTA BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA   Doświadczenie w pracy z klientem, obsługa komputera, dobra organizacja czasu pracy, zorientowanie na wyniki, zdolności interpersonalne, wysoka motywacja do pracy"
115661,"RECEPCJONISTA TWORZYMY ZDROWIE SP. Z O.O.   obsługa komputera,komunikatywność,umiejętność pracy pod presją czasu,wysoka kultura"
147810,"KIEROWCA MIĘDZYNARODOWY kontakt przez PUP   wymagana znajomość języka ukraińskiego i rosyjskiego, ponieważ firma współpracuje ze spedycją ukraińską,  umiejętność wypełniania dokumentów transportowych CMR,   wymagane doświadczenie w przewozie towarów poza granicami kraju."
110203,"OPERATOR DŹWIGU SAMOJEZDNEGO 30-TONOWEGO (NR 1448) PW SIMBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   doświadczenie w zawodzie, uprawnienia operatora dźwigu 30 ton wzwyż"
1196359,"PRACOWNIK PRODUKCJI (KRAJACZ METALI) PPUH POM Strzelce Krajeńskie sp. z o.o.   minimum 2 lata doświadczenia na podobnym stanowisku, czytanie rysunku technicznego"
142367,"PRACOWNIK MAGAZYNU kontakt przez OHP   Gotowość do pracy dwuzmianowej (5.45 - 14.00, 15.00 - 23.15). Możliwość pracy tylko na zmianie nocnej 20.30 - 4.45 lub 24.00 - 8.15"
142367,"PRACOWNIK MAGAZYNU kontakt przez OHP   Gotowość do pracy dwuzmianowej (5.45 - 14.00, 15.00 - 23.15). Możliwość pracy tylko na zmianie nocnej 20.30 - 4.45 lub 24.00 - 8.15"
111484,"POMOCNIK HYDRAULIKA JOŃCZYK DARIUSZ MAR-POL   Wykształcenie nie jest istotne, możliwość przyuczenia.."
142527,"PRACE PRZY ROBIENIU KEBABÓW Kebab Tomasz Kromka   wykształcenie średnie, umiejętność krojenia mięsa, robienia kebabów, obsługi kasy fiskalnej; wymagana książeczka sanepidowska, min. 4 miesiące pracy przy krojeniu mięsa"
111782,"ŚLUSARZ-SPAWACZ ENERGO MECHANIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   uprawnienia z zakresu spawania gazowego, elektrodą, półautomat"
111782,"ŚLUSARZ-SPAWACZ ENERGO MECHANIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   uprawnienia z zakresu spawania gazowego, elektrodą, półautomat"
255369,"INFORMATYK kontakt przez OHP   Wykształcenie średnie lub wyższe, Doświadczenie w pracy – mile widziane, Umiejętność konfigurowania i zarządzania urządzeniami aktywnymi sieci, Biegła znajomość obsługi i konfiguracji systemów operacyjnych z rodzin MS Windows oraz pakietów biurowych, Znajomość obsługi baz danych, Znajomość prawa w zakresie wymaganym na stanowisku (m.in. ustawa o podpisie elektronicznym, ustawa o ochronie danych osobowych),"
143419,"KIEROWCA CATERINGU FUH MAZUR & MAZUR Janusz Mazur, Piotr Mazur s.c.   Prawo jazdy kat. B, doświadczenie na podobnym stanowisku, znajomość języka angielskiego w stopniu komunikatywnym, dobra organizacja czasu pracy, odpowiedzialność, wysoka kultura osobista."
195811,"NAUCZYCIEL CHEMII - SURDOPEDAGOG Specjalny Ośrodek Szkolno-Wychowawczy Nr 2 dla Niesłyszących i Słaboslyszących   wykształcenie wyższe w zakresie nauczanego przedmiotu z przygotowaniem pedagogicznym lub studia magisterskie na dowolnym kierunku i studia podyplomowe w zakresie nauczanego przedmiotu oraz przygotowanie pedagogiczne, kurs kwalifikacyjny lub studia podyplomowe w zakresie surdopedagogiki"
144574,"KIEROWCA KAT. B PPUH SOREL Sp. z o.o.   wykształcenie średnie, mile widziane doświadczenie zawodowe, prawo jazdy kat. B., zaangażowanie, dbanie o powierzony pojazd, sumienność, chęć do pracy."
144574,"KIEROWCA KAT. B PPUH SOREL Sp. z o.o.   wykształcenie średnie, mile widziane doświadczenie zawodowe, prawo jazdy kat. B., zaangażowanie, dbanie o powierzony pojazd, sumienność, chęć do pracy."
147524,"AUTOMATYK ELEKTRONIK FABRYKA PIERŚCIENI TŁOKOWYCH PRIMA S.A.   - roczna praktyka w zawodzie - programowanie sterowników PLC, CNC - znajomość budowy i funkcjonowania maszyn - uprawnienia elektryczne Gr.1 do 15 k V"
368,POMOC BIUROWA REVOLAIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA   WYMAGANE MIN. 6 M CY DOŚWIADCZENIA
198045,"OPERATOR PILAREK MAZURSKIE MEBLE SZYNAKA INTERLINE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Wykształcenie: zasadnicze zawodowe (stolarz). Doświadczenie zawodowe: mile widziane na podobnym stanowisku  Oczekiwania dodatkowe: rzetelność,  dyspozycyjność. Dodatkowe informacje: grupowe ubezpieczenie na życie, karnety SPA, bony świąteczne, paczki świąteczne dla dzieci, świadczenia z ZFŚS."
